,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,名称
1948,梅尔·吉布森,"['安德鲁·加菲尔德', '萨姆·沃辛顿', '文斯·沃恩', '雨果·维文', '卢克·布雷西']",8.7,['2016'],"['剧情', '传记', '历史', '战争']",139,509817,英语, 美国,血战钢锯岭
1949,达伦·阿伦诺夫斯基,"['娜塔莉·波特曼', '米拉·库尼斯', '文森特·卡索', '芭芭拉·赫希', '薇诺娜·瑞德']",8.5,['2010'],"['剧情', '惊悚']",108,578074,英语, 美国,黑天鹅
1950,马丁·斯科塞斯,"['莱昂纳多·迪卡普里奥', '马克·鲁弗洛', '本·金斯利', '马克斯·冯·叙多夫', '米歇尔·威廉姆斯']",8.8,['2010'],"['剧情', '悬疑', '惊悚']",138,579028,英语, 美国,禁闭岛
1951,克里斯·哥伦布,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '艾伦·瑞克曼', '玛吉·史密斯']",8.9,['2001'],"['奇幻', '冒险']",152,520532,英语, 美国,哈利·波特与魔法石
1952,安东尼·罗素,"['克里斯·埃文斯', '小罗伯特·唐尼', '斯嘉丽·约翰逊', '塞巴斯蒂安·斯坦', '安东尼·麦凯']",7.9,['2016'],"['动作', '科幻', '冒险']",148,369176,科萨语, 美国,美国队长3
1953,安东尼·罗素,"['克里斯·埃文斯', '斯嘉丽·约翰逊', '塞巴斯蒂安·斯坦', '安东尼·麦凯', '海莉·阿特维尔']",8.0,['2014'],"['动作', '科幻', '冒险']",136,349912,英语, 美国,美国队长2
1954,丹尼·博伊尔,"['戴夫·帕特尔', '沙鲁巴·舒克拉', '亚尼·卡普', '拉詹德拉纳斯·祖特施', '吉尼瓦·塔瓦尔']",8.6,['2008'],"['剧情', '爱情']",120,519848,英语, 英国,贫民窟的百万富翁
1955,大卫·芬奇,"['爱德华·诺顿', '布拉德·皮特', '海伦娜·伯翰·卡特', '扎克·格雷尼尔', '米特·洛夫']",9.0,['1999'],"['剧情', '动作', '悬疑', '惊悚']",139,575283,英语, 美国,搏击俱乐部
1956,乔纳森·戴米,"['朱迪·福斯特', '安东尼·霍普金斯', '斯科特·格伦', '安东尼·希尔德', '布鲁克·史密斯']",8.8,['1991'],"['剧情', '惊悚', '犯罪']",118,530764,英语, 美国,沉默的羔羊
1957,莉莉·沃卓斯基,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '格洛丽亚·福斯特']",9.0,['1999'],"['动作', '科幻']",136,473610,英语, 美国,黑客帝国
1958,邓肯·琼斯,"['杰克·吉伦哈尔', '维拉·法米加', '米歇尔·莫纳汉', '杰弗里·怀特', '拉塞尔·皮特斯']",8.4,['2011'],"['科幻', '悬疑', '惊悚']",93,543067,英语, 美国,源代码
1959,黄东赫,"['孔侑', '郑有美', '金志映', '金贤秀', '郑仁絮']",9.3,['2011'],['剧情'],125,550193,韩语, 韩国,熔炉
1960,詹姆斯·古恩,"['克里斯·帕拉特', '佐伊·索尔达娜', '戴夫·巴蒂斯塔', '范·迪塞尔', '布莱德利·库珀']",8.0,['2017'],"['动作', '科幻', '冒险']",136,360607,英语, 美国,银河护卫队2
1961,彼得·杰克逊,"['伊利亚·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森', '奥兰多·布鲁姆']",9.0,['2001'],"['剧情', '动作', '奇幻', '冒险']",178,481991,英语, 新西兰,指环王1：魔戒再现
1962,克里斯托弗·诺兰,"['菲恩·怀特海德', '汤姆·格林-卡尼', '杰克·劳登', '哈里·斯泰尔斯', '阿奈林·巴纳德']",8.4,['2017'],"['剧情', '历史', '战争']",107,489626,英语, 英国,敦刻尔克
1963,大卫·芬奇,"['本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '凯莉·库恩', '泰勒·派瑞']",8.7,['2014'],"['剧情', '悬疑', '惊悚', '犯罪']",149,563883,英语, 美国,消失的爱人
1964,马丁·麦克唐纳,"['弗兰西斯·麦克多蒙德', '伍迪·哈里森', '山姆·洛克威尔', '艾比·考尼什', '卢卡斯·赫奇斯']",8.7,['2017'],"['剧情', '犯罪']",115,533185,英语, 美国,三块广告牌
1965,雷德利·斯科特,"['马特·达蒙', '杰西卡·查斯坦', '克里斯汀·韦格', '杰夫·丹尼尔斯', '迈克尔·佩纳']",8.4,['2015'],"['剧情', '科幻', '冒险']",144,445334,英语, 美国,火星救援
1966,克里斯托弗·诺兰,"['休·杰克曼', '克里斯蒂安·贝尔', '迈克尔·凯恩', '丽贝卡·豪尔', '斯嘉丽·约翰逊']",8.8,['2006'],"['剧情', '悬疑', '惊悚']",130,532033,英语, 美国,致命魔术
1967,彼得·杰克逊,"['维果·莫腾森', '伊利亚·伍德', '西恩·奥斯汀', '丽芙·泰勒', '伊恩·麦克莱恩']",9.2,['2003'],"['剧情', '动作', '奇幻', '冒险']",201,463074,英语, 美国,指环王3：王者无敌
1968,大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯']",8.8,['2011'],"['剧情', '悬疑', '奇幻', '冒险']",130,442174,英语, 美国,哈利·波特与死亡圣器(下)
1969,克里斯托弗·史密斯,"['梅利莎·乔治', '利亚姆·海姆斯沃斯', '迈克尔·多曼', '瑞秋·卡帕尼', '艾玛·朗']",8.4,['2009'],"['剧情', '悬疑', '惊悚']",99,492354,英语, 英国,恐怖游轮
1970,克里斯托弗·诺兰,"['克里斯蒂安·贝尔', '汤姆·哈迪', '安妮·海瑟薇', '约瑟夫·高登-莱维特', '玛丽昂·歌迪亚']",8.7,['2012'],"['剧情', '动作', '科幻', '惊悚', '犯罪']",165,449518,英语, 美国,蝙蝠侠：黑暗骑士崛起
1971,彼得·杰克逊,"['伊利亚·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森', '奥兰多·布鲁姆']",9.1,['2002'],"['剧情', '动作', '奇幻', '冒险']",179,428743,英语, 美国,指环王2：双塔奇兵
1972,鲍勃·佩尔西凯蒂,"['沙梅克·摩尔', '杰克·约翰逊', '海莉·斯坦菲尔德', '马赫沙拉·阿里', '布莱恩·泰里·亨利']",8.6,['2018'],"['动作', '科幻', '动画', '冒险']",116,408427,英语, 美国,蜘蛛侠：平行宇宙
1973,詹姆斯·曼高德,"['约翰·库萨克', '雷·利奥塔', '阿曼达·皮特', '阿尔弗雷德·莫里纳', '克里·杜瓦尔']",8.8,['2003'],"['剧情', '悬疑', '惊悚']",90,486237,英语, 美国,致命ID
1974,大卫·叶茨,"['埃迪·雷德梅恩', '凯瑟琳·沃特斯顿', '丹·福勒', '艾莉森·萨多尔', '科林·法瑞尔']",7.8,['2016'],"['剧情', '奇幻', '冒险']",133,427949,英语, 英国,神奇动物在哪里
1975,布莱恩·辛格,"['休·杰克曼', '詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹妮弗·劳伦斯', '哈莉·贝瑞']",8.2,['2014'],"['剧情', '动作', '科幻', '冒险']",132,359317,英语, 美国,X战警：逆转未来
1976,娜丁·拉巴基,"['赞恩·阿尔·拉菲亚', '约丹诺斯·希费罗', '博鲁瓦蒂夫·特雷杰·班科尔', '卡萨尔·艾尔·哈达德', '法迪·尤瑟夫']",9.1,['2018'],['剧情'],126,447140,阿拉伯语, 黎巴嫩,何以为家
1977,乔·沃茨,"['汤姆·赫兰德', '赞达亚', '杰克·吉伦哈尔', '寇碧·史莫德斯', '塞缪尔·杰克逊']",7.8,['2019'],"['动作', '科幻', '冒险']",127,417674,英语, 美国,蜘蛛侠：英雄远征
1978,克里斯托弗·诺兰,"['盖·皮尔斯', '凯瑞-安·莫斯', '乔·潘托里亚诺', '小马克·布恩', '拉什·费加']",8.6,['2000'],"['剧情', '悬疑', '惊悚', '犯罪']",113,394333,英语, 美国,记忆碎片
1979,詹姆斯·曼高德,"['休·杰克曼', '帕特里克·斯图尔特', '达芙妮·基恩', '波伊德·霍布鲁克', '斯戴芬·莫昌特']",8.3,['2017'],"['剧情', '动作', '科幻']",123,340900,英语, 美国,金刚狼3：殊死一战
1980,克里斯·哥伦布,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '理查德·格雷弗斯']",8.5,['2002'],"['奇幻', '冒险']",161,315158,英语, 美国,哈利·波特与密室
1981,弗洛里安·亨克尔·冯·多纳斯马尔克,"['乌尔里希·穆埃', '马蒂娜·格德克', '塞巴斯蒂安·科赫', '乌尔里希·图库尔', '托马斯·蒂梅']",9.1,['2006'],"['剧情', '悬疑']",137,363322,德语, 德国,窃听风暴
1982,李濬益,"['薛景求', '严志媛', '李来', '金海淑', '金相浩']",9.2,['2013'],['剧情'],123,361806,韩语, 韩国,素媛
1983,汤姆·提克威,"['本·卫肖', '艾伦·瑞克曼', '蕾切儿·哈伍德', '达斯汀·霍夫曼', '大卫·卡尔德']",8.5,['2006'],"['剧情', '犯罪', '奇幻']",147,381884,英语, 德国,香水
1984,金秉祐,"['河正宇', '李璟荣', '全慧珍', '李大为']",8.8,['2013'],"['剧情', '悬疑', '犯罪']",97,379157,韩语, 韩国,恐怖直播
1985,莫滕·泰杜姆,"['本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金奈尔', '艾伦·里奇']",8.6,['2014'],"['剧情', '同性', '传记', '战争']",114,379420,英语, 英国,模仿游戏
1986,阿方索·卡隆,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '朱丽·沃特斯']",8.5,['2004'],"['剧情', '奇幻', '冒险']",141,297278,英语, 英国,哈利·波特与阿兹卡班的囚徒
1987,蒂姆·波顿,"['伊万·麦克格雷格', '阿尔伯特·芬尼', '比利·克鲁德普', '杰西卡·兰格', '海伦娜·伯翰·卡特']",8.8,['2003'],"['剧情', '家庭', '奇幻', '冒险']",125,371280,英语, 美国,大鱼
1988,杨宇硕,"['宋康昊', '吴达洙', '金英爱', '郭度沅', '任时完']",9.2,['2013'],['剧情'],127,370782,韩语, 韩国,辩护人
1989,斯蒂芬·卓博斯基,"['雅各布·特伦布莱', '朱莉娅·罗伯茨', '伊扎贝拉·维多维奇', '欧文·威尔逊', '诺亚·尤佩']",8.6,['2017'],"['剧情', '家庭', '儿童']",113,354040,英语, 美国,奇迹男孩
1990,布拉德·伯德,"['汤姆·克鲁斯', '杰瑞米·雷纳', '西蒙·佩吉', '宝拉·巴顿', '乔什·哈洛威']",8.3,['2011'],"['动作', '惊悚', '冒险']",133,326804,英语, 美国,碟中谍4
1991,林诣彬,"['范·迪塞尔', '保罗·沃克', '乔丹娜·布鲁斯特', '泰瑞斯·吉布森', '卢达克里斯']",8.4,['2011'],"['动作', '犯罪']",130,268383,英语, 美国,速度与激情5
1992,迈克·内威尔,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '蒂莫西·斯波', '邦妮·怀特']",8.4,['2005'],"['奇幻', '冒险']",157,273346,英语, 英国,哈利·波特与火焰杯
1993,奉俊昊,"['宋康昊', '金相庆', '金雷河', '宋在浩', '朴努植']",8.8,['2003'],"['剧情', '悬疑', '惊悚', '犯罪']",131,376591,韩语, 韩国,杀人回忆
1994,戈尔·维宾斯基,"['约翰尼·德普', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特', '比尔·奈伊']",8.2,['2006'],"['动作', '奇幻', '冒险']",151,287663,英语, 美国,加勒比海盗2：聚魂棺
1995,大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯']",8.1,['2010'],"['剧情', '奇幻', '冒险']",146,275596,英语, 英国,哈利·波特与死亡圣器(上)
1996,史蒂芬·戴德利,"['凯特·温丝莱特', '大卫·克劳斯', '拉尔夫·费因斯', '詹妮特·海因', '苏珊娜·洛塔尔']",8.5,['2008'],"['剧情', '爱情']",124,344875,英语, 美国,朗读者
1997,大卫·叶茨,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '拉尔夫·费因斯']",8.1,['2007'],"['奇幻', '冒险']",138,258439,英语, 英国,哈利·波特与凤凰社
1998,道格·里曼,"['汤姆·克鲁斯', '艾米莉·布朗特', '布莱丹·格里森', '比尔·帕克斯顿', '约纳斯·阿姆斯特朗']",8.1,['2014'],"['动作', '科幻']",114,340643,英语, 美国,明日边缘
1999,卢卡·瓜达尼诺,"['艾米·汉莫', '蒂莫西·柴勒梅德', '迈克尔·斯图巴', '阿蜜拉·卡萨', '艾斯特·加瑞尔']",8.8,['2017'],"['剧情', '爱情', '同性']",132,362780,英语, 意大利,请以你的名字呼唤我
2000,阿尼什·查甘蒂,"['约翰·赵', '米切尔·拉', '黛博拉·梅辛', '约瑟夫·李', '萨拉·米博·孙']",8.6,['2018'],"['剧情', '悬疑', '惊悚', '犯罪']",102,325582,英语, 美国,网络谜踪
2001,马修·沃恩,"['詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '詹纽瑞·琼斯', '詹妮弗·劳伦斯', '萝丝·拜恩']",8.2,['2011'],"['剧情', '动作', '科幻']",132,270448,英语, 美国,X战警：第一战
2002,M·奈特·沙马兰,"['布鲁斯·威利斯', '海利·乔·奥斯蒙', '托妮·科莱特', '奥莉维亚·威廉姆斯', '唐尼·沃尔伯格']",8.8,['1999'],"['剧情', '悬疑', '惊悚']",107,346716,英语, 美国,第六感
2003,达米恩·查泽雷,"['迈尔斯·特勒', 'J·K·西蒙斯', '保罗·雷瑟', '梅莉莎·班诺伊', '奥斯汀·斯托维尔']",8.7,['2014'],"['剧情', '音乐']",107,344729,英语, 美国,爆裂鼓手
2004,彼得·杰克逊,"['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '肯·斯托特', '格拉汉姆·麦克泰维什']",8.3,['2012'],"['动作', '奇幻', '冒险']",169,296752,英语, 美国,霍比特人1：意外之旅
2005,戈尔·维宾斯基,"['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉', '周润发']",8.2,['2007'],"['动作', '奇幻', '冒险']",169,268447,英语, 美国,加勒比海盗3：世界的尽头
2006,尼尔·布洛姆坎普,"['沙尔托·科普雷', '詹森·库伯', '娜塔莉·博尔特', '茜尔雯·斯特赖克', '约翰·萨莫尔']",8.2,['2009'],"['剧情', '动作', '科幻', '惊悚']",112,302647,英语, 美国,第九区
2007,李安,"['乔·阿尔文', '加内特·赫德兰', '克里斯汀·斯图尔特', '范·迪塞尔', '李淳']",8.4,['2016'],"['剧情', '战争']",113,293226,英语, 美国,比利·林恩的中场战事
2008,吴宇森,"['约翰·特拉沃尔塔', '尼古拉斯·凯奇', '琼·艾伦', '亚历桑德罗·尼沃拉', '吉娜·格申']",8.5,['1997'],"['动作', '科幻', '惊悚', '犯罪']",138,287323,英语, 美国,变脸
2009,肯尼思·洛纳根,"['卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', 'C·J·威尔逊', '凯尔·钱德勒']",8.6,['2016'],"['剧情', '家庭']",137,314262,英语, 美国,海边的曼彻斯特
2010,乔治·米勒,"['汤姆·哈迪', '查理兹·塞隆', '尼古拉斯·霍尔特', '休·基斯-拜恩', '乔什·赫尔曼']",8.6,['2015'],"['动作', '科幻', '冒险']",120,321288,英语, 澳大利亚,疯狂的麦克斯4：狂暴之路
2011,汤姆·提克威,"['汤姆·汉克斯', '哈莉·贝瑞', '吉姆·布劳德本特', '雨果·维文', '吉姆·斯特吉斯']",8.1,['2012'],"['剧情', '科幻', '悬疑']",134,327165,英语, 德国,云图
2012,布莱恩·辛格,"['拉米·马雷克', '本·哈迪', '约瑟夫·梅泽罗', '格威利姆·李', '艾伦·里奇']",8.7,['2018'],"['剧情', '同性', '音乐', '传记']",135,337775,英语, 英国,波西米亚狂想曲
2013,保罗·格林格拉斯,"['马特·达蒙', '朱丽娅·斯蒂尔斯', '大卫·斯特雷泽恩', '斯科特·格伦', '帕迪·康斯戴恩']",8.8,['2007'],"['动作', '悬疑', '惊悚']",115,272652,英语, 美国,谍影重重3
2014,道格·里曼,"['马特·达蒙', '弗朗卡·波滕特', '克里斯·库珀', '克里夫·欧文', '朱丽娅·斯蒂尔斯']",8.6,['2002'],"['动作', '悬疑', '惊悚']",119,276652,英语, 美国,谍影重重
2015,彼得·杰克逊,"['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '本尼迪克特·康伯巴奇', '奥兰多·布鲁姆']",8.3,['2013'],"['动作', '奇幻', '冒险']",161,262042,英语, 美国,霍比特人2：史矛革之战
2016,丹尼斯·维伦纽瓦,"['瑞恩·高斯林', '哈里森·福特', '安娜·德·阿玛斯', '西尔维娅·侯克斯', '罗宾·怀特']",8.3,['2017'],"['剧情', '科幻', '惊悚']",163,304389,英语, 美国,银翼杀手2049
2017,大卫·林奇,"['娜奥米·沃茨', '劳拉·哈灵', '安·米勒', '贾斯汀·塞洛克斯', '斯科特·科菲']",8.3,['2001'],"['剧情', '悬疑', '惊悚']",147,302771,英语, 法国,穆赫兰道
2018,让-马克·瓦雷,"['马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '斯蒂夫·扎恩', '达拉斯·罗伯特斯']",8.8,['2013'],"['剧情', '同性', '传记']",117,283514,英语, 美国,达拉斯买家俱乐部
2019,斯派克·琼斯,"['杰昆·菲尼克斯', '斯嘉丽·约翰逊', '艾米·亚当斯', '鲁妮·玛拉', '奥利维亚·王尔德']",8.4,['2013'],"['剧情', '爱情', '科幻']",126,306320,英语, 美国,她
2020,佐米·希尔拉,"['维拉·法米加', '彼得·萨斯加德', '伊莎贝拉·弗尔曼', '希·庞德', '吉米·本内特']",8.1,['2009'],"['悬疑', '惊悚', '恐怖']",123,298675,英语, 美国,孤儿怨
2021,彼得·杰克逊,"['马丁·弗瑞曼', '伊恩·麦克莱恩', '理查德·阿米蒂奇', '伊万杰琳·莉莉', '李·佩斯']",8.4,['2014'],"['动作', '奇幻', '冒险']",144,264964,英语, 美国,霍比特人3：五军之战
2022,托德·菲利普斯,"['杰昆·菲尼克斯', '罗伯特·德尼罗', '马克·马龙', '莎姬·贝兹', '谢伊·惠格姆']",8.8,['2019'],"['剧情', '惊悚', '犯罪']",122,362804,英语, 加拿大,小丑
2023,詹姆斯·沃德·布柯特,"['艾米丽·芭尔多尼', '莫瑞·史特林', '尼古拉斯·布兰登', '劳伦·斯卡法莉娅', '伊丽莎白·格瑞斯']",8.5,['2013'],"['科幻', '悬疑', '惊悚']",89,301725,英语, 美国,彗星来的那一夜
2024,莉莉·沃卓斯基,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '贾达·萍克·史密斯']",8.7,['2003'],"['动作', '科幻']",129,247714,英语, 美国,黑客帝国3：矩阵革命
2025,史蒂文·斯皮尔伯格,"['山姆·尼尔', '劳拉·邓恩', '杰夫·高布伦', '理查德·阿滕伯勒', '鲍勃·佩克']",8.1,['1993'],"['科幻', '惊悚', '冒险']",127,223649,英语, 美国,侏罗纪公园
2026,托尼·凯耶,"['艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯', '刘玉玲']",8.9,['2011'],['剧情'],97,281049,英语, 美国,超脱
2027,保罗·格林格拉斯,"['马特·达蒙', '弗朗卡·波滕特', '布莱恩·考克斯', '朱丽娅·斯蒂尔斯', '卡尔·厄本']",8.6,['2004'],"['动作', '悬疑', '惊悚']",108,232021,英语, 美国,谍影重重2
2028,斯坦利·库布里克,"['马尔科姆·麦克道威尔', '帕特里克·马基', '迈克尔·贝茨', '沃伦·克拉克', '约翰·克莱夫']",8.5,['1971'],"['剧情', '科幻', '犯罪']",136,256262,英语, 英国,发条橙
2029,伦尼·阿伯拉罕森,"['布丽·拉尔森', '雅各布·特伦布莱', '肖恩·布里吉格斯', '温迪·古逊', '阿曼达·布鲁盖尔']",8.8,['2015'],"['剧情', '家庭']",118,246631,英语, 爱尔兰,房间
2030,爱德华·兹威克,"['莱昂纳多·迪卡普里奥', '杰曼·翰苏', '詹妮弗·康纳利', '阿诺德·沃斯洛', '大卫·哈雷伍德']",8.6,['2006'],"['剧情', '惊悚', '冒险']",143,214162,英语, 美国,血钻
2031,乔·赖特,"['加里·奥德曼', '克里斯汀·斯科特·托马斯', '莉莉·詹姆斯', '本·门德尔森', '斯蒂芬·迪兰']",8.6,['2017'],"['剧情', '传记', '历史']",125,237397,英语, 英国,至暗时刻
2032,莉莉·沃卓斯基,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '莫妮卡·贝鲁奇']",8.5,['2003'],"['动作', '科幻']",138,213855,英语, 美国,黑客帝国2：重装上阵
2033,尼尔·乔丹,"['布拉德·皮特', '汤姆·克鲁斯', '克斯汀·邓斯特', '克里斯蒂安·史莱特', '坦迪·牛顿']",8.3,['1994'],"['剧情', '惊悚', '奇幻']",123,234577,英语, 美国,夜访吸血鬼
